,0,1,2
0,0.51525297261,80.8609398609,37.7429490699
1,0.337947516806,35.0793377968,25.1599244614
2,0.590754603935,22.4310747123,16.195381699
3,-0.978388229365,37.2620296622,22.3692893658
4,0.439176448862,35.3331399784,37.1267072091
5,0.652716771769,76.3434628816,56.4050665215
6,0.917720199713,18.8789002439,16.1395067578
7,0.961223154288,21.2707315572,14.7955438146
8,0.212237225685,36.0887408817,23.5860475386
9,0.44559320079,46.8813691212,51.8190737473
10,-0.191685133072,44.5501809374,41.4619881134
11,0.278553692383,25.3529244804,17.5909609286
12,0.599762727993,53.4656437845,20.5566694733
13,0.744461740532,66.8986981909,47.2912817154
14,0.237192357236,22.6976618156,12.5229981315
15,0.330356175225,31.8465443103,14.6676266414
16,-0.777753216827,57.7600555059,62.9040751925
17,-0.150346434741,35.056131968,25.636147622
18,0.534881917142,35.8513332599,19.5600140064
19,0.546255147369,97.5095139179,79.9705629202
20,0.151371763265,31.091584204,30.1532902167
21,0.80462960802,61.2527266841,33.8960525917
22,0.960060634431,20.2792413463,21.6937336079
23,0.838046829448,16.2267305461,18.6500474992
24,0.645469184083,47.1063923129,37.9938793992
25,0.86224369617,38.5688916973,36.3845235295
26,-0.646193246017,46.5915592512,37.0325074246
27,0.14819800749,55.6108908975,39.1709808265
28,0.472838883794,64.1280156872,35.735243571
29,-0.700806456084,41.9020893505,35.1468721464
30,0.149079781157,63.1069190532,36.8320598398
31,0.694562366161,39.7642752044,24.3619291076
32,0.764073346196,39.7780730198,18.3809727333
33,0.404735404272,46.1542706459,38.6798320508
34,-0.0619531718766,39.7183810263,38.3856740868
35,-0.406930573511,27.3150642847,15.2287835988
36,0.882927431393,24.0462603061,15.5747817893
37,0.733343674572,68.9886261863,41.7977792579
38,0.636452172365,35.153830868,21.3840951982
39,0.610762053256,43.7410816664,19.2073588254
40,0.648163677404,79.1712985761,46.322982208
41,-0.810029266099,20.7252952924,21.6294947387
42,0.67167325835,43.6828816105,18.6848019919
43,0.523793400855,41.5834558823,20.810385196
44,0.700655189791,26.3885727564,27.7657429364
45,0.701428013226,20.9871567395,24.1291162066
46,0.591704845177,20.1782703481,14.7703919981
47,0.905631921578,42.6708020129,20.5523492768
48,0.683302122268,40.3650773603,26.8482296588
49,0.910334029322,65.0644755982,45.1314660084
50,0.179284490558,40.5662388591,23.2882676126
51,0.89735406024,45.8057309673,37.1686080801
52,0.533409243427,27.9725380018,19.8732927286
53,0.937103702344,32.368802513,25.1379007807
54,-0.747603149048,51.5362218733,33.9638996319
55,0.56700583074,43.5472715131,35.2286443043
56,-0.141589208137,60.9134044344,56.3776462421
57,0.0420389522093,36.1366408172,28.7991702412
58,0.45043852199,28.8533229646,34.6047492523
59,0.787008219676,54.8002110319,44.4436037667
60,-0.979657367566,68.7791613739,61.301956466
61,-0.148811207989,22.563614708,18.2396910776
62,0.875205813239,38.2148820922,24.5048283344
63,0.576239038866,48.8173337116,26.0811035272
64,0.797844002628,36.5587873316,34.3028836576
65,0.332191008622,74.7890235567,76.0267411733
66,0.746665141816,48.8463821789,31.244599369
67,-0.669546758869,36.8122530822,18.4328992166
68,-0.813746997209,21.7026294712,23.2470604581
69,-0.814061344163,30.2775131481,33.2053324381
70,0.593334851335,64.7827659592,53.456654166
71,0.589944918424,32.0556906701,22.8706977144
72,0.746712445437,50.2045952767,45.3823576253
73,0.178669121751,47.1951614486,46.5572517992
74,0.588049360064,31.0057868725,12.6236915799
75,0.656562046021,35.0399608269,13.6189954549
76,0.870113624642,33.9118280343,21.8369285511
77,0.726580178115,42.3290116221,34.9044583311
78,0.691914578906,39.5551195059,27.6117410484
79,0.833362062503,31.9559170569,30.8974368202
80,0.717894399815,46.0195836624,20.5360280625
81,0.260823576646,46.349118452,31.934711803
82,-0.398324352604,24.1207168253,18.4925426167
83,0.0560768509469,30.5278242149,16.1457803046
84,0.899334509769,21.7852927509,15.2879279452
85,0.63296674983,27.8058381688,22.7609354551
86,0.616111930933,53.3248382802,30.9669267206
87,0.364349004164,38.3169920402,26.6513894181
88,0.575419028557,38.3408985848,36.4033525681
89,0.163519344844,55.6139438269,49.6653488198
90,-0.615346267658,36.7639014251,31.8254316483
91,0.0854738348236,33.4865086046,22.4038955364
92,0.954659667893,43.2464556816,15.6545288845
93,-0.740470675492,58.7984025816,35.7982053909
94,0.145304317006,74.0039374546,48.3432797954
95,-0.591566021076,39.3959448854,34.9484600718
96,0.703592909701,66.719180466,55.3317421941
97,0.928543407564,33.8055681655,19.7935621956
98,0.911435400249,22.5241737109,13.1820397167
99,-0.873272491237,16.9529120969,12.5180796116
